,term_id,term_rank,term_str,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,term_rank2,p,zipf_k,zipf_k2,zipf_k3,df,idf,tfidf_sum
5528,13941,5529,wiping,3,0,0,wipe,wipe,wip,NN,359,0.0002117148906139,16587,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
9348,12976,9349,tricked,1,0,0,trick,trick,trick,VBD,361,7.057163020465773e-05,9349,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3641,6214,3642,hurled,5,0,0,hurl,hurl,hurl,NN,357,0.0003528581510232,18210,1785,0.125970359915314,1,0.47712125471966244,6.069743020229401e-06
5246,5559,5247,granted,3,0,0,grant,grant,grant,JJ,359,0.0002117148906139,15741,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
7898,5942,7899,helper,2,0,0,helper,helper,help,VBG,360,0.0001411432604093,15798,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
4956,12102,4957,studying,3,0,0,studi,studi,study,VBZ,359,0.0002117148906139,14871,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
13557,6762,13558,isabella,1,0,0,isabella,isabella,isabell,VBG,361,7.057163020465773e-05,13558,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8406,13421,8407,varieties,1,0,0,varieti,varieti,vary,JJ,361,7.057163020465773e-05,8407,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2561,5337,2562,gay,9,0,0,gay,gay,gay,VB,353,0.0006351446718419,23058,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
2874,2139,2875,childish,8,0,0,childish,childish,child,NNS,354,0.0005645730416372,23000,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
2553,6547,2554,inn,9,0,0,inn,inn,in,VB,353,0.0006351446718419,22986,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
2549,9567,2550,principles,9,0,0,principl,principl,principl,NN,353,0.0006351446718419,22950,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
5051,7550,5052,mahogany,3,0,0,mahogani,mahogani,mahogany,NN,359,0.0002117148906139,15156,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
9326,11168,9327,shortened,1,0,0,shorten,shorten,short,RB,361,7.057163020465773e-05,9327,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2628,5751,2629,hammer,9,0,0,hammer,hammer,ham,NNS,353,0.0006351446718419,23661,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
8337,13477,8338,vespri,1,0,0,vespri,vespri,vespr,RB,361,7.057163020465773e-05,8338,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
7839,13620,7840,waistcoats,2,0,0,waistcoat,waistcoat,waistco,JJ,360,0.0001411432604093,15680,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
13834,8292,13835,nests,1,0,0,nest,nest,nest,VBD,361,7.057163020465773e-05,13835,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13908,8210,13909,napoleon,1,0,0,napoleon,napoleon,napoleon,RB,361,7.057163020465773e-05,13909,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9633,12708,9634,thursday,1,0,0,thursday,thursday,thursday,JJ,361,7.057163020465773e-05,9634,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13932,7631,13933,mapped,1,0,0,map,map,map,NN,361,7.057163020465773e-05,13933,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9636,11396,9637,sledge,1,0,0,sledg,sledg,sledg,NN,361,7.057163020465773e-05,9637,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13820,8257,13821,neckties,1,0,0,neckti,neckti,neckty,VB,361,7.057163020465773e-05,13821,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13807,8283,13808,neronian,1,0,0,neronian,neronian,neron,NNS,361,7.057163020465773e-05,13808,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5314,12268,5315,supplied,3,0,0,suppli,suppli,supply,NN,359,0.0002117148906139,15945,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
8145,6117,8146,horned,2,0,0,horn,horn,horn,VBG,360,0.0001411432604093,16292,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
8267,11815,8268,staining,1,0,0,stain,stain,stain,JJ,361,7.057163020465773e-05,8268,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9669,387,9670,airly,1,0,0,airli,air,air,JJ,361,7.057163020465773e-05,9670,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5025,11840,5026,stands,3,0,0,stand,stand,stand,JJ,359,0.0002117148906139,15078,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
2784,12008,2785,strait,8,0,0,strait,strait,strait,JJ,354,0.0005645730416372,22280,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
13806,1468,13807,botany,1,0,0,botani,botani,botany,NN,361,7.057163020465773e-05,13807,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9476,11433,9477,sloppy,1,0,0,sloppi,sloppi,sloppy,JJ,361,7.057163020465773e-05,9477,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13775,8008,13776,mole,1,0,0,mole,mole,mol,VBN,361,7.057163020465773e-05,13776,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13772,7968,13773,mix,1,0,0,mix,mix,mix,VBG,361,7.057163020465773e-05,13773,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5313,12270,5314,supply,3,0,0,suppli,suppli,supply,NN,359,0.0002117148906139,15942,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
9626,12549,9627,terriers,1,0,0,terrier,terrier,terry,VBG,361,7.057163020465773e-05,9627,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2725,10356,2726,rested,8,0,0,rest,rest,rest,JJ,354,0.0005645730416372,21808,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
9676,12725,9677,tidy,1,0,0,tidi,tidi,tidy,JJ,361,7.057163020465773e-05,9677,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5036,5950,5037,helsings,3,0,0,hels,hels,hels,NN,359,0.0002117148906139,15111,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
3478,1464,3479,borne,6,0,0,born,born,born,VBP,356,0.0004234297812279,20874,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
154,9862,155,quite,299,0,0,quit,quit,quit,VBZ,143,0.0211009174311926,46345,42757,3.017431192660551,1,0.47712125471966244,6.069743020229401e-06
13871,8163,13872,musee,1,0,0,muse,muse,mus,JJ,361,7.057163020465773e-05,13872,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13867,1506,13868,boyars,1,0,0,boyar,boyar,boy,IN,361,7.057163020465773e-05,13868,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8244,13666,8245,wantonness,1,0,0,wanton,wanton,wanton,VBG,361,7.057163020465773e-05,8245,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3491,8214,3492,narcotic,6,0,0,narcot,narcot,narcot,VB,356,0.0004234297812279,20952,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
2743,6836,2744,jew,8,0,0,jew,jew,jew,JJ,354,0.0005645730416372,21952,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
172,14126,173,yet,257,0,0,yet,yet,yet,NN,156,0.018136908962597,44461,40092,2.829357798165138,1,0.47712125471966244,6.069743020229401e-06
5056,12423,5057,tails,3,0,0,tail,tail,tail,JJ,359,0.0002117148906139,15171,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
5358,1288,5359,binding,3,0,0,bind,bind,bind,NN,359,0.0002117148906139,16077,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
2736,7737,2737,maybe,8,0,0,mayb,mayb,mayb,VBG,354,0.0005645730416372,21896,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
9580,11357,9581,skeletons,1,0,0,skeleton,skeleton,skeleton,JJ,361,7.057163020465773e-05,9581,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5040,7579,5041,male,3,0,0,male,male,mal,VBN,359,0.0002117148906139,15123,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
9585,11360,9586,sketches,1,0,0,sketch,sketch,sketch,VB,361,7.057163020465773e-05,9586,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5039,777,5040,ascertained,3,0,0,ascertain,ascertain,ascertain,NN,359,0.0002117148906139,15120,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
13901,8220,13902,nation,1,0,0,nation,nation,nat,NN,361,7.057163020465773e-05,13902,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8637,43,8638,22222,1,1,0,22222,22222,22222,RB,361,7.057163020465773e-05,8638,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9675,736,9676,arrears,1,0,0,arrear,arrear,arrear,NN,361,7.057163020465773e-05,9676,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9461,11421,9462,slimy,1,0,0,slimi,slimi,slimy,VB,361,7.057163020465773e-05,9462,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
115,12818,116,too,377,0,1,too,too,too,NN,112,0.0266055045871559,43732,42224,2.979816513761468,1,0.47712125471966244,6.069743020229401e-06
5445,984,5446,bade,3,0,0,bade,bade,bad,JJ,359,0.0002117148906139,16338,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
2668,5703,2669,gun,8,0,0,gun,gun,gun,VBG,354,0.0005645730416372,21352,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
127,4374,128,even,342,0,0,even,even,ev,VBG,123,0.0241354975299929,43776,42066,2.9686661961891323,1,0.47712125471966244,6.069743020229401e-06
248,5809,249,harker,163,0,0,harker,harker,hark,VBD,208,0.0115031757233592,40587,33904,2.392660550458716,1,0.47712125471966244,6.069743020229401e-06
9431,11441,9432,slumber,1,0,0,slumber,slumber,slumb,RB,361,7.057163020465773e-05,9432,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9775,10969,9776,semblance,1,0,0,semblanc,semblanc,sembl,VBD,361,7.057163020465773e-05,9776,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13705,1546,13706,brazilian,1,0,0,brazilian,brazilian,brazil,NN,361,7.057163020465773e-05,13706,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8014,12478,8015,tavern,2,0,0,tavern,tavern,tavern,JJ,360,0.0001411432604093,16030,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
9793,10982,9794,sensibility,1,0,0,sensibl,sensibl,sens,NNS,361,7.057163020465773e-05,9794,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13675,6821,13676,jeered,1,0,0,jeer,jeer,jeer,NN,361,7.057163020465773e-05,13676,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9804,10940,9805,seeks,1,0,0,seek,seek,seek,NN,361,7.057163020465773e-05,9805,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13948,7594,13949,managements,1,0,0,manag,manag,man,RB,361,7.057163020465773e-05,13949,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2635,4662,2636,fashioned,9,0,0,fashion,fashion,fash,NN,353,0.0006351446718419,23724,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
5466,2467,5467,communication,3,0,0,commun,communic,commun,JJ,359,0.0002117148906139,16401,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
2632,4802,2633,fill,9,0,0,fill,fill,fil,VBN,353,0.0006351446718419,23697,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
2822,11179,2823,shout,8,0,0,shout,shout,shout,NN,354,0.0005645730416372,22584,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
13956,7649,13957,mariner,1,0,0,marin,marin,marin,NN,361,7.057163020465773e-05,13957,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9815,10951,9816,seine,1,0,0,sein,sein,sein,NN,361,7.057163020465773e-05,9816,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8315,12147,8316,substituted,1,0,0,substitut,substitut,substitut,NN,361,7.057163020465773e-05,8316,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
239,2929,240,cried,175,0,0,cri,cri,cri,NNS,202,0.0123500352858151,42000,35350,2.494707127734651,1,0.47712125471966244,6.069743020229401e-06
3531,9927,3532,rapidly,6,0,0,rapidli,rapid,rapid,NN,356,0.0004234297812279,21192,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
3281,3580,3282,discussion,6,0,0,discuss,discuss,discuss,NNS,356,0.0004234297812279,19692,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
9677,11377,9678,skywards,1,0,0,skyward,skyward,skyward,NN,361,7.057163020465773e-05,9678,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8285,10626,8286,rumble,1,0,0,rumbl,rumbl,rumbl,VBN,361,7.057163020465773e-05,8286,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9703,13286,9704,unpoetical,1,0,0,unpoet,unpoet,unpoet,VB,361,7.057163020465773e-05,9704,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9715,10931,9716,sediment,1,0,0,sediment,sediment,sedy,VB,361,7.057163020465773e-05,9716,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8098,494,8099,amphitheater,2,0,0,amphitheat,amphitheat,amphith,NN,360,0.0001411432604093,16198,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
8085,6453,8086,indicative,2,0,0,indic,indic,ind,RB,360,0.0001411432604093,16172,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
8290,186,8291,achilles,1,0,0,achil,achill,achil,NN,361,7.057163020465773e-05,8291,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5426,13347,5427,unworthy,3,0,0,unworthi,unworthi,unworthy,VBD,359,0.0002117148906139,16281,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
8293,10635,8294,runner,1,0,0,runner,runner,run,NN,361,7.057163020465773e-05,8294,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8071,6480,8072,inequality,2,0,0,inequ,inequ,ineq,NN,360,0.0001411432604093,16144,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
8296,946,8297,awaken,1,0,0,awaken,awaken,awak,JJ,361,7.057163020465773e-05,8297,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3553,10219,3554,remorse,6,0,0,remors,remors,remors,NN,356,0.0004234297812279,21324,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
9739,10913,9740,seaweed,1,0,0,seawe,seawe,seawee,JJ,361,7.057163020465773e-05,9740,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9740,10914,9741,sebastian,1,0,0,sebastian,sebastian,sebast,NN,361,7.057163020465773e-05,9741,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3556,8264,3557,needless,6,0,0,needless,needless,needless,VBD,356,0.0004234297812279,21342,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
3558,13015,3559,troubles,6,0,0,troubl,troubl,troubl,VB,356,0.0004234297812279,21354,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
2672,3357,2673,depth,8,0,0,depth,depth,dep,VBG,354,0.0005645730416372,21384,2832,0.1998588567395907,1,0.47712125471966244,6.069743020229401e-06
7842,2632,7843,consigned,2,0,0,consign,consign,consign,NNS,360,0.0001411432604093,15686,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
9986,823,9987,assumption,1,0,0,assumpt,assumpt,assum,NN,361,7.057163020465773e-05,9987,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13894,8172,13895,musket,1,0,0,musket,musket,musket,NN,361,7.057163020465773e-05,13895,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
45,1751,46,by,1076,0,1,by,by,by,JJ,46,0.0759350741002117,49496,49496,3.4930134086097397,1,0.47712125471966244,6.069743020229401e-06
5601,3956,5602,début,3,0,0,début,début,début,NNS,359,0.0002117148906139,16806,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
14083,1579,14084,brickfields,1,0,0,brickfield,brickfield,brickfield,NNS,361,7.057163020465773e-05,14084,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9152,473,9153,ambassadors,1,0,0,ambassador,ambassador,ambassad,NN,361,7.057163020465773e-05,9153,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2372,1643,2373,brown,10,0,0,brown,brown,brown,NNS,352,0.0007057163020465,23730,3520,0.2484121383203952,1,0.47712125471966244,6.069743020229401e-06
7739,4263,7740,entertain,2,0,0,entertain,entertain,entertain,VB,360,0.0001411432604093,15480,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
426,10921,427,secret,82,0,0,secret,secret,secret,NN,280,0.0057868736767819,35014,22960,1.6203246294989415,1,0.47712125471966244,6.069743020229401e-06
14150,7793,14151,melodramas,1,0,0,melodrama,melodrama,melodrama,JJ,361,7.057163020465773e-05,14151,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10254,5306,10255,garter,1,0,0,garter,garter,gart,VB,361,7.057163020465773e-05,10255,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
14073,7822,14074,mentone,1,0,0,menton,menton,menton,VBG,361,7.057163020465773e-05,14074,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
4875,622,4876,appears,4,0,0,appear,appear,appear,NNS,358,0.0002822865208186,19504,1432,0.1010585744530698,1,0.47712125471966244,6.069743020229401e-06
5178,6056,5179,hobbled,3,0,0,hobbl,hobbl,hobbl,VBD,359,0.0002117148906139,15537,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
14152,7791,14153,melodies,1,0,0,melodi,melodi,melody,NN,361,7.057163020465773e-05,14153,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5597,9607,5598,professional,3,0,0,profession,profession,profess,JJ,359,0.0002117148906139,16794,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
7748,2553,7749,condescend,2,0,0,condescend,condescend,condescend,JJ,360,0.0001411432604093,15498,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
10220,13147,10221,uncaring,1,0,0,uncar,uncar,unc,JJ,361,7.057163020465773e-05,10221,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
7766,3767,7767,doublet,2,0,0,doublet,doublet,doublet,JJ,360,0.0001411432604093,15534,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
14058,7854,14059,methodicalness,1,0,0,methodic,methodic,method,NNS,361,7.057163020465773e-05,14059,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9197,344,9198,ageeanwards,1,0,0,ageeanward,ageeanward,ageeanward,NN,361,7.057163020465773e-05,9198,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10218,847,10219,atlas,1,0,0,atla,atlas,atla,VBD,361,7.057163020465773e-05,10219,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3344,8813,3345,panels,6,0,0,panel,panel,panel,NN,356,0.0004234297812279,20070,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
10216,13152,10217,unchecked,1,0,0,uncheck,uncheck,uncheck,NN,361,7.057163020465773e-05,10217,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2947,11709,2948,spider,7,0,0,spider,spider,spid,NNS,355,0.0004940014114326,20636,2485,0.1753705010585744,1,0.47712125471966244,6.069743020229401e-06
13433,7251,13434,liberated,1,0,0,liber,liber,lib,NNS,361,7.057163020465773e-05,13434,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5201,7485,5202,lunching,3,0,0,lunch,lunch,lunch,NN,359,0.0002117148906139,15606,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
3734,4062,3735,elapsed,5,0,0,elaps,elaps,elaps,NN,357,0.0003528581510232,18675,1785,0.125970359915314,1,0.47712125471966244,6.069743020229401e-06
4,8511,5,of,7707,0,1,of,of,of,CD,5,0.543895553987297,38535,38535,2.719477769936485,1,0.47712125471966244,6.069743020229401e-06
3348,217,3349,acts,6,0,0,act,act,act,VBD,356,0.0004234297812279,20094,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
5112,11631,5113,sounding,3,0,0,sound,sound,sound,JJ,359,0.0002117148906139,15339,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
2275,10947,2276,sees,11,0,0,see,see,see,VBZ,351,0.0007762879322512,25036,3861,0.2724770642201835,1,0.47712125471966244,6.069743020229401e-06
9231,12796,9232,tolerant,1,0,0,toler,toler,tol,NN,361,7.057163020465773e-05,9232,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
9178,12839,9179,tortoni,1,0,0,tortoni,tortoni,torton,VBD,361,7.057163020465773e-05,9179,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
8690,13960,8691,witches,1,0,0,witch,witch,witch,NNS,361,7.057163020465773e-05,8691,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
7728,4219,7729,engine,2,0,0,engin,engin,engin,NN,360,0.0001411432604093,15458,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
10396,5496,10397,godlike,1,0,0,godlik,godlik,godlik,VBZ,361,7.057163020465773e-05,10397,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10334,2301,10335,cloaked,1,0,0,cloak,cloak,cloak,NN,361,7.057163020465773e-05,10335,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5630,10645,5631,rust,3,0,0,rust,rust,rust,NN,359,0.0002117148906139,16893,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
10347,5264,10348,galleries,1,0,0,galleri,galleri,gallery,VB,361,7.057163020465773e-05,10348,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5629,3831,5630,dreads,3,0,0,dread,dread,dread,JJ,359,0.0002117148906139,16890,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
9177,12518,9178,tempestuous,1,0,0,tempestu,tempestu,tempestu,NN,361,7.057163020465773e-05,9178,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5628,3771,5629,doubtful,3,0,0,doubt,doubt,doubt,VBD,359,0.0002117148906139,16887,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
10295,5353,10296,geniality,1,0,0,genial,genial,gen,NNS,361,7.057163020465773e-05,10296,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5627,3779,5628,dowdy,3,0,0,dowdi,dowdi,dowdy,NN,359,0.0002117148906139,16884,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
3052,6707,3053,invention,7,0,0,invent,invent,inv,NN,355,0.0004940014114326,21371,2485,0.1753705010585744,1,0.47712125471966244,6.069743020229401e-06
3322,7501,3323,luxury,6,0,0,luxuri,luxuri,luxury,VBD,356,0.0004234297812279,19938,2136,0.1507410021171489,1,0.47712125471966244,6.069743020229401e-06
2356,12676,2357,thrill,10,0,0,thrill,thrill,thrill,NNS,352,0.0007057163020465,23570,3520,0.2484121383203952,1,0.47712125471966244,6.069743020229401e-06
10283,2248,10284,clapped,1,0,0,clap,clap,clap,NN,361,7.057163020465773e-05,10284,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10282,5369,10283,geography,1,0,0,geographi,geographi,geograph,NN,361,7.057163020465773e-05,10283,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2310,13384,2311,utmost,10,0,0,utmost,utmost,utmost,NNS,352,0.0007057163020465,23110,3520,0.2484121383203952,1,0.47712125471966244,6.069743020229401e-06
3794,1450,3795,boots,5,0,0,boot,boot,boot,VBG,357,0.0003528581510232,18975,1785,0.125970359915314,1,0.47712125471966244,6.069743020229401e-06
13391,7218,13392,lengths,1,0,0,length,length,length,NN,361,7.057163020465773e-05,13392,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10385,2205,10386,churchill,1,0,0,churchil,churchil,churchil,VB,361,7.057163020465773e-05,10386,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5619,9501,5620,preparing,3,0,0,prepar,prepar,prep,NN,359,0.0002117148906139,16860,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
10273,5280,10274,ganymede,1,0,0,ganymed,ganymed,ganym,VB,361,7.057163020465773e-05,10274,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
3766,2576,3767,confined,5,0,0,confin,confin,confin,VBD,357,0.0003528581510232,18835,1785,0.125970359915314,1,0.47712125471966244,6.069743020229401e-06
7720,4356,7721,esteem,2,0,0,esteem,esteem,esteem,NNS,360,0.0001411432604093,15442,720,0.0508115737473535,1,0.47712125471966244,6.069743020229401e-06
3763,12555,3764,terrors,5,0,0,terror,terror,ter,NNS,357,0.0003528581510232,18820,1785,0.125970359915314,1,0.47712125471966244,6.069743020229401e-06
8679,578,8680,ants,1,0,0,ant,ant,ant,VBN,361,7.057163020465773e-05,8680,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2975,3895,2976,drunk,7,0,0,drunk,drunk,drunk,VBD,355,0.0004940014114326,20832,2485,0.1753705010585744,1,0.47712125471966244,6.069743020229401e-06
14106,1589,14107,brightening,1,0,0,brighten,brighten,bright,NNS,361,7.057163020465773e-05,14107,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2290,4501,2291,experienced,10,0,0,experienc,experienc,expery,NN,352,0.0007057163020465,22910,3520,0.2484121383203952,1,0.47712125471966244,6.069743020229401e-06
14097,7887,14098,millet,1,0,0,millet,millet,millet,NN,361,7.057163020465773e-05,14098,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
5612,188,5613,acid,3,0,0,acid,acid,acid,VBP,359,0.0002117148906139,16839,1077,0.0760056457304163,1,0.47712125471966244,6.069743020229401e-06
14132,7717,14133,materialised,1,0,0,materialis,materialis,mat,VBZ,361,7.057163020465773e-05,14133,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2936,2654,2937,consternation,7,0,0,constern,constern,constern,NN,355,0.0004940014114326,20559,2485,0.1753705010585744,1,0.47712125471966244,6.069743020229401e-06
9209,12500,9210,teems,1,0,0,teem,teem,teem,RB,361,7.057163020465773e-05,9210,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
13467,6950,13468,kidnapper,1,0,0,kidnapp,kidnapp,kidnap,VBN,361,7.057163020465773e-05,13468,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
10083,12428,10084,taker,1,0,0,taker,taker,tak,VBN,361,7.057163020465773e-05,10084,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
2478,7707,2479,match,9,0,0,match,match,match,JJ,353,0.0006351446718419,22311,3177,0.2242060691601976,1,0.47712125471966244,6.069743020229401e-06
13517,6568,13518,inscribed,1,0,0,inscrib,inscrib,inscrib,RB,361,7.057163020465773e-05,13518,361,0.0254763585038814,1,0.47712125471966244,6.069743020229401e-06
